Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Payment,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date,Location
050393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,5269045000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,123,$21203.00,19056,23638,,07/01/2010,06/30/2013,"11500 BROOKSHIRE AVENUE
DOWNEY, CA 90241
(33.93515177900008, -118.13195607099999)"
050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,183,$23189.00,21238,25462,,07/01/2010,06/30/2013,"147 N BRENT ST
VENTURA, CA 93003
(34.27465318000003, -119.25734132399998)"
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,193,$21159.00,19424,22968,,07/01/2010,06/30/2013,"400 WEST PUEBLO
SANTA BARBARA, CA 93102
(34.421200664000025, -119.69881972499996)"
050397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,5599356400,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1191 PHELPS AVENUE
COALINGA, CA 93210
(36.151522976000024, -120.34035268799994)"
050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"845 JACKSON ST
SAN FRANCISCO, CA 94133
(37.795691919000035, -122.40917637499996)"
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,3105176441,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"25825 SOUTH VERMONT AVENUE
HARBOR CITY, CA 90710
(33.789259671000025, -118.29372884799994)"
050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,9169837400,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,38,$19028.00,16620,21901,,07/01/2010,06/30/2013,"1650 CREEKSIDE DRIVE
FOLSOM, CA 95630
(38.670914811000046, -121.14624809599997)"
050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,7074648880,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,46,$17882.00,15614,20502,,07/01/2010,06/30/2013,"800 E WASHINGTON BLVD
CRESCENT CITY, CA 95531
(41.77271803100007, -124.19319002699996)"
050423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,7609224115,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"250 NORTH FIRST STREET
BLYTHE, CA 92225
(33.613040616000035, -114.59549601899994)"
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,8584559100,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,92,$22371.00,19949,25027,,07/01/2010,06/30/2013,"10666 NORTH TORREY PINES ROAD
LA JOLLA, CA 92037
(32.896524129000056, -117.24180108499996)"
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,9169735000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2025 MORSE AVENUE
SACRAMENTO, CA 95825
(38.60286104700003, -121.39223491399997)"
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,7148273000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,73,$22711.00,19975,25907,,07/01/2010,06/30/2013,"3033 W ORANGE AVENUE
ANAHEIM, CA 92804
(33.824767791000056, -117.99465938799995)"
050434,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER ST,COLUSA,CA,95932,COLUSA,5304585821,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"199 EAST WEBSTER ST
COLUSA, CA 95932
(39.20737383300008, -122.00036678299995)"
050435,FALLBROOK HOSPITAL DISTRICT,624 E ELDER ST,FALLBROOK,CA,92028,SAN DIEGO,7607281191,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"624 E ELDER ST
FALLBROOK, CA 92028
(33.38019787700006, -117.244459399)"
050438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,6263975000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,231,$22345.00,20668,24377,,07/01/2010,06/30/2013,"100 W CALIFORNIA BLVD
PASADENA, CA 91109
(34.13575663200004, -118.15236641499996)"
050441,STANFORD HOSPITAL,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,6507235708,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,204,$21100.00,19448,23010,,07/01/2010,06/30/2013,"300 PASTEUR DRIVE
STANFORD, CA 94305
(37.433039198000074, -122.17587757799998)"
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,2095645000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,149,$20654.00,18777,22671,,07/01/2010,06/30/2013,"333 MERCY AVENUE
MERCED, CA 95340
(37.338748321000025, -120.46671867899994)"
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,4153532733,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,122,$22726.00,20394,25231,,07/01/2010,06/30/2013,"505 PARNASSUS AVE, BOX 0296
SAN FRANCISCO, CA 94143
(37.76355182300006, -122.45763194399996)"
050455,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,6613953000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,138,$22882.00,20564,25398,,07/01/2010,06/30/2013,"2615 CHESTER AVENUE
BAKERSFIELD, CA 93301
(35.383102164000036, -119.01889546199999)"
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,87,$20339.00,17966,22828,,07/01/2010,06/30/2013,"450 STANYAN ST
SAN FRANCISCO, CA 94117
(37.77365715900004, -122.45441520399999)"
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,2095781211,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,283,$22512.00,20800,24357,,07/01/2010,06/30/2013,"1441 FLORIDA AVENUE
MODESTO, CA 95350
(37.66490941100005, -120.99625441999996)"
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,3105324200,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,51,$26652.00,22983,30842,,07/01/2010,06/30/2013,"1145 W REDONDO BEACH BLVD
GARDENA, CA 90247
(33.89240788500007, -118.29503966899995)"
050471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,2139772121,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,206,$24504.00,22387,26829,,07/01/2010,06/30/2013,"1225 WILSHIRE BOULEVARD
LOS ANGELES, CA 90017
(34.05325613600007, -118.26536141199995)"
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,8186764100,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,176,$23526.00,21398,25797,,07/01/2010,06/30/2013,"7300 MEDICAL CENTER DR
WEST HILLS, CA 91307
(34.203370722000045, -118.62938575999999)"
050485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,5629332000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,167,$23930.00,21663,26494,,07/01/2010,06/30/2013,"2801 ATLANTIC AVE
LONG BEACH, CA 90806
(33.808070075000046, -118.18506243499996)"
050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,115,$20851.00,18868,23210,,07/01/2010,06/30/2013,"20103 LAKE CHABOT ROAD
CASTRO VALLEY, CA 94546
(37.69708918500004, -122.08701129999997)"
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,5593244000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,82,$20301.00,18084,22866,,07/01/2010,06/30/2013,"2755 HERNDON AVE
CLOVIS, CA 93611
(36.837445579000075, -119.66071551399995)"
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,9256742002,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,140,$22150.00,20116,24449,,07/01/2010,06/30/2013,"2540 EAST ST
CONCORD, CA 94520
(37.98353086700007, -122.03463409599999)"
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,5308884500,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,46,$21353.00,18502,24348,,07/01/2010,06/30/2013,"11815 EDUCATION STREET
AUBURN, CA 95603
(38.944329966000055, -121.09914292999997)"
050502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,LOS ANGELES,2134847111,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,112,$21794.00,19432,24536,,07/01/2010,06/30/2013,"2131 W 3RD ST
LOS ANGELES, CA 90057
(34.06315761400003, -118.27338253199997)"
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,7607536501,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,158,$21422.00,19533,23530,,07/01/2010,06/30/2013,"354 SANTA FE DRIVE
ENCINITAS, CA 92024
(33.03624751700005, -117.28340998099998)"
050506,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,27,$20429.00,17340,23805,,07/01/2010,06/30/2013,"1010 MURRAY ST
SAN LUIS OBISPO, CA 93405
(35.29098763400003, -120.66643794899994)"
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,4154442000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"99 MONTECILLO RD
SAN RAFAEL, CA 94903
(38.00489937900005, -122.55420050499998)"
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,5107844000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"39400 PASEO PADRE PKWY
FREMONT, CA 94538
(37.55184851200005, -121.97775499299996)"
050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,6195285000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"4647 ZION AVE
SAN DIEGO, CA 92120
(32.79293284100004, -117.09457864599995)"
050516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,9165375000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,215,$22316.00,20524,24313,,07/01/2010,06/30/2013,"6501 COYLE AVE
CARMICHAEL, CA 95608
(38.66806752200006, -121.31369999399999)"
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,7602458691,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"15248 11TH ST
VICTORVILLE, CA 92392
(34.528246152000065, -117.29255964799995)"
050523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,9257797200,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,127,$21777.00,19608,24126,,07/01/2010,06/30/2013,"3901 LONE TREE WAY
ANTIOCH, CA 94509
(37.982383792000064, -121.80552498499998)"
050526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,45,$23493.00,20244,27065,,07/01/2010,06/30/2013,"17772 BEACH BLVD
HUNTINGTON BEACH, CA 92647
(33.70369062700007, -117.98904662399997)"
050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,2098260591,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"520 WEST I ST
LOS BANOS, CA 93635
(37.063397562000034, -120.85995100399998)"
050534,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,7603476191,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,86,$23221.00,20543,26319,,07/01/2010,06/30/2013,"47111 MONROE STREET
INDIO, CA 92201
(33.706773361000046, -116.23390938799997)"
050537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,5307566440,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2000 SUTTER PLACE
DAVIS, CA 95616
(38.562893160000044, -121.77163509899998)"
050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1150 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1150 VETERANS BOULEVARD
REDWOOD CITY, CA 94063
(37.489480204000074, -122.22318254699996)"
050543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,CA,92627,ORANGE,9496422734,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"301 VICTORIA STREET
COSTA MESA, CA 92627
(33.65259268900007, -117.91186909199996)"
050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,8054972727,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,361,$22645.00,21229,24219,,07/01/2010,06/30/2013,"215 W JANSS RD
THOUSAND OAKS, CA 91360
(34.20641850700002, -118.88280249099995)"
050551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,5627993220,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,112,$20787.00,18647,23171,,07/01/2010,06/30/2013,"3751 KATELLA AVENUE
LOS ALAMITOS, CA 90720
(33.80318785700007, -118.06679914399996)"
050552,MOTION PICTURE & TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS,CA,91364,LOS ANGELES,8188761888,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"23388 MULHOLLAND DRIVE
WOODLAND HILLS, CA 91364
(34.158396854000046, -118.636052587)"
050557,MEMORIAL  MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,2095264500,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,279,$21753.00,20140,23471,,07/01/2010,06/30/2013,"1700 COFFEE RD
MODESTO, CA 95355
(37.668660088000024, -120.97566429599999)"
050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,2138572201,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"6041 CADILLAC AVE
LOS ANGELES, CA 90034
(34.037497450000046, -118.37429245999999)"
050567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,9493641400,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,233,$21687.00,20012,23566,,07/01/2010,06/30/2013,"27700 MEDICAL CENTER RD
MISSION VIEJO, CA 92691
(33.560831879000034, -117.66685940999997)"
050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,5596755555,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,80,$17406.00,15587,19347,,07/01/2010,06/30/2013,"1250 E ALMOND AVE
MADERA, CA 93637
(36.94538316300003, -120.04470009699997)"
050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,211,$22721.00,20753,24812,,07/01/2010,06/30/2013,"17100 EUCLID STREET
FOUNTAIN VALLEY, CA 92708
(33.71503023200006, -117.93698653099995)"
050573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,7603403911,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,457,$21947.00,20572,23345,,07/01/2010,06/30/2013,"39-000 BOB HOPE DRIVE
RANCHO MIRAGE, CA 92270
(33.76418081300005, -116.40807679599999)"
050575,TRI-CITY REGIONAL MEDICAL CENTER,21530 S PIONEER BLVD,HAWAIIAN GARDENS,CA,90716,LOS ANGELES,5628600401,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,35,$23345.00,20085,27138,,07/01/2010,06/30/2013,"21530 S PIONEER BLVD
HAWAIIAN GARDENS, CA 90716
(33.83370383000005, -118.08177291299995)"
050580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,7146707400,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,59,$20881.00,18348,23873,,07/01/2010,06/30/2013,"7901 WALKER STREET
LA PALMA, CA 90623
(33.84754955400007, -118.03730303399999)"
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,108,$21957.00,19563,24535,,07/01/2010,06/30/2013,"3700 E SOUTH ST
LAKEWOOD, CA 90712
(33.860205765000046, -118.14896738899995)"
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,9096276111,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"5451 WALNUT AVE
CHINO, CA 91710
(34.02627307300003, -117.68557937999998)"
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,28,$21422.00,18342,25084,,07/01/2010,06/30/2013,"1350 W COVINA BLVD
SAN DIMAS, CA 91773
(34.09907551800006, -117.83432657599997)"
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,7149932000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,37,$20990.00,18149,24307,,07/01/2010,06/30/2013,"1301 N ROSE DRIVE
PLACENTIA, CA 92870
(33.886721968000074, -117.84207067199998)"
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,9164236010,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,35,$20808.00,17987,24331,,07/01/2010,06/30/2013,"7500 HOSPITAL DRIVE
SACRAMENTO, CA 95823
(38.46419544200006, -121.41742145499995)"
050597,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,6269638411,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,49,$23705.00,20603,27174,,07/01/2010,06/30/2013,"250 S GRAND AVE
GLENDORA, CA 91740
(34.13317391000004, -117.87251526699998)"
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,206,$22051.00,20198,24028,,07/01/2010,06/30/2013,"2315 STOCKTON BOULEVARD
SACRAMENTO, CA 95817
(38.55406806800005, -121.45719438299994)"
050603,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,9498374500,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,222,$22505.00,20719,24467,,07/01/2010,06/30/2013,"24451 HEALTH CENTER DRIVE
LAGUNA HILLS, CA 92653
(33.60802273400003, -117.70825152199996)"
050604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,4089727000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,34,$19310.00,16808,22327,,07/01/2010,06/30/2013,"250 HOSPITAL PARKWAY
SAN JOSE, CA 95119
(37.239323341000045, -121.80058745699995)"
050608,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,6617254800,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1401 GARCES HIGHWAY
DELANO, CA 93215
(35.76144755000007, -119.23886328199995)"
050609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY,441 N LAKEVIEW AVENUE,ANAHEIM,CA,92807,ORANGE,7142794000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"441 N LAKEVIEW AVENUE
ANAHEIM, CA 92807
(33.85438719500007, -117.81668830999996)"
050616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,VENTURA,8053895800,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,73,$24161.00,21362,27270,,07/01/2010,06/30/2013,"2309 ANTONIO AVE
CAMARILLO, CA 93010
(34.24363951400005, -119.01857931399996)"
050618,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,9098666501,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2010,06/30/2013,"41870 GARSTIN DR
BIG BEAR LAKE, CA 92315
(34.246067595000056, -116.88889340399999)"
050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,6612538000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,161,$19499.00,17819,21453,,07/01/2010,06/30/2013,"23845 MCBEAN PKWY
VALENCIA, CA 91355
(34.395446882000044, -118.55476053299998)"
050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,3104235000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,552,$27574.00,25876,29446,,07/01/2010,06/30/2013,"8700 BEVERLY BLVD
LOS ANGELES, CA 90048
(34.076813306000076, -118.38055971999995)"
050633,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,8054343500,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,63,$19300.00,17128,21916,,07/01/2010,06/30/2013,"1100 LAS TABLAS RD
TEMPLETON, CA 93465
(35.554428064000035, -120.71883911599997)"
050636,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,8584856511,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,62,$19672.00,17370,22167,,07/01/2010,06/30/2013,"15615 POMERADO ROAD
POWAY, CA 92064
(32.99582303400007, -117.05791226799994)"
050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232685514,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,37,$22380.00,19270,26099,,07/01/2010,06/30/2013,"4060 WHITTIER BLVD
LOS ANGELES, CA 90023
(34.02390364100006, -118.18415547899997)"
050660,USC KENNETH NORRIS JR CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES,CA,90089,LOS ANGELES,3238653000,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"1441 EASTLAKE AVE
LOS ANGELES, CA 90089
(34.06199861600004, -118.20471126599995)"
050663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232670477,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,60,$22516.00,19693,25944,,07/01/2010,06/30/2013,"4081 E OLYMPIC BLVD
LOS ANGELES, CA 90023
(34.018918058000054, -118.18683925399995)"
